Event	ID	Name			Wwise Object Path	Notes
	176616103	Stop_titanboss_R_laser_loop			\Default Work Unit\ENEMY\titanBoss\Stop_titanboss_R_laser_loop	
	184703648	Play_artifactBoss_loop_level1			\Split Content\Enemies\Boss_Artifact\Play_artifactBoss_loop_level1	
	184703650	Play_artifactBoss_loop_level3			\Split Content\Enemies\Boss_Artifact\Play_artifactBoss_loop_level3	
	184703651	Play_artifactBoss_loop_level2			\Split Content\Enemies\Boss_Artifact\Play_artifactBoss_loop_level2	
	187415678	Play_gravekeeper_attack1_fire			\Split Content\Enemies\Boss_Gravekeeper\Play_gravekeeper_attack1_fire	
	188493575	Play_artifactBoss_spawn			\Split Content\Enemies\Boss_Artifact\Play_artifactBoss_spawn	
	194906576	Play_imp_spawn			\Default Work Unit\ENEMY\imp\Play_imp_spawn	
	197132802	Play_loader_R_variant_activate			\Split Content\Survivors\loader\Play_loader_R_variant_activate	
	200938724	Play_imp_overlord_teleport_end			\Default Work Unit\ENEMY\impOverlord\Play_imp_overlord_teleport_end	
	201442408	Play_huntress_shift_start			\Default Work Unit\CHAR\Huntress\Play_huntress_shift_start	
	202395092	Play_voidJailer_m1_flight_loop			\Split Content\Enemies\Mob_voidJailer\Play_voidJailer_m1_flight_loop	
	205671591	Play_gravekeeper_impact_body			\Split Content\Enemies\Boss_Gravekeeper\Play_gravekeeper_impact_body	
	209025149	Play_voidRaid_impact			\Split Content\Enemies\Boss_voidRaid\Play_voidRaid_impact	
	209633588	Stop_bison_charge_attack_loop			\Default Work Unit\ENEMY\bison\Stop_bison_charge_attack_loop	
	212114079	Play_clayboss_walk_loop			\Default Work Unit\ENEMY\clayBoss\Play_clayboss_walk_loop	
	213746921	Play_mage_m2_charge			\Default Work Unit\CHAR\Mage\Play_mage_m2_charge	
	216053097	Play_clayGrenadier_impact			\Split Content\Enemies\Mob_clayGrenadier\Play_clayGrenadier_impact	
	216810634	Play_hermitCrab_death			\Default Work Unit\ENEMY\hermitCrab\Play_hermitCrab_death	
	222128300	Stop_roboBall_attack2_mini_active_loop			\Split Content\Enemies\Boss_RoboBall\Stop_roboBall_attack2_mini_active_loop	
	227016555	Play_roboBall_death_start			\Split Content\Enemies\Boss_RoboBall\Play_roboBall_death_start	
	231904936	Play_vulture_idle_VO			\Split Content\Enemies\Mob_vulture\Play_vulture_idle_VO	
	234636383	Play_minorConstruct_death			\Split Content\Enemies\Mob_minorConstruct\Play_minorConstruct_death	
	245801894	Play_item_proc_warhorn			\Split Content\Items\proc_warhorn\Play_item_proc_warhorn	
	247806018	Play_scav_attack2_chargeup			\Split Content\Enemies\Boss_Scav\Play_scav_attack2_chargeup	
	248626039	Play_item_proc_phasing			\Default Work Unit\ITEMS\Play_item_proc_phasing	
	248987608	Play_moonBrother_phase4_itemSuck_stealBackSingle			\Split Content\Enemies\Boss_moonBrother\Play_moonBrother_phase4_itemSuck_stealBackSingle	
	252608982	Play_MULT_m1_sawblade_stop			\Default Work Unit\CHAR\MULT\Play_MULT_m1_sawblade_stop	
	254030745	Play_UI_cooldownRefresh			\Default Work Unit\UI\Play_UI_cooldownRefresh	
	256612421	Play_gup_death			\Split Content\Enemies\Mob_Gup\Play_gup_death	
	263088688	Play_clayBruiser_attack1_windDown			\Split Content\Enemies\Mob_clayBruiser\Play_clayBruiser_attack1_windDown	
	263213456	Play_drone_deathpt1			\Default Work Unit\CHAR\Drone\Play_drone_deathpt1	
	263213459	Play_drone_deathpt2			\Default Work Unit\CHAR\Drone\Play_drone_deathpt2	
	265705826	Play_elite_haunt_spawn			\Split Content\Enemies\Affix_Haunt\Play_elite_haunt_spawn	
	272804744	Stop_acrid_shift_puddle_loop			\Split Content\Survivors\acrid\Stop_acrid_shift_puddle_loop	
	273820395	Stop_item_proc_firework_fly_loop			\Default Work Unit\ITEMS\Stop_item_proc_firework_fly_loop	
	275244589	Play_UI_arenaMode_wave_startBoss			\Default Work Unit\UI\ArenaMode\Play_UI_arenaMode_wave_startBoss	
	275414159	Play_item_void_bleedOnHit_buildup			\Split Content\Items\void_items\item_void_bleedOnHit\Play_item_void_bleedOnHit_buildup	
	277844730	Play_railgunner_shift_chargeUp			\Split Content\Survivors\railgunner\Play_railgunner_shift_chargeUp	
	282745493	Play_huntress_R_rain_start			\Default Work Unit\CHAR\Huntress\Play_huntress_R_rain_start	
	285162482	Play_item_goldgat_windup			\Default Work Unit\ITEMS\Play_item_goldgat_windup	
	287386696	Play_UI_item_spawn_tier3			\Default Work Unit\UI\Play_UI_item_spawn_tier3	
	287386697	Play_UI_item_spawn_tier2			\Default Work Unit\UI\Play_UI_item_spawn_tier2	
	287386698	Play_UI_item_spawn_tier1			\Default Work Unit\UI\Play_UI_item_spawn_tier1	
	289286259	Play_fireballsOnHit_pool_aliveLoop			\Split Content\Items\item_proc_fireballsOnHit\Play_fireballsOnHit_pool_aliveLoop	
	294344023	Play_blindVermin_step			\Split Content\Enemies\Mob_blindVermin\Play_blindVermin_step	
	296791476	Play_mage_shift_start			\Default Work Unit\CHAR\Mage\Play_mage_shift_start	
	298764410	Play_huntress_R_aim_loop			\Default Work Unit\CHAR\Huntress\Play_huntress_R_aim_loop	
	302148888	Play_item_proc_interstellarDeskPlant_grow			\Split Content\Items\proc_interstellarDeskPlant\Play_item_proc_interstellarDeskPlant_grow	
	303018737	Play_heretic_step			\Split Content\Survivors\heretic\Play_heretic_step	
	304696105	Play_lunar_wisp_idle_VO			\Split Content\Enemies\Mob_lunarWisp\Play_lunar_wisp_idle_VO	
	305164250	Play_gup_spawn			\Split Content\Enemies\Mob_Gup\Play_gup_spawn	
	308571281	Play_elite_antiHeal_turret_spawn			\Split Content\Enemies\Affix_antiHeal\Play_elite_antiHeal_turret_spawn	
	314013804	Play_item_use_BFG_fire			\Default Work Unit\ITEMS\Play_item_use_BFG_fire	
	317428472	Play_MULT_shift_turnSqueal			\Default Work Unit\CHAR\MULT\Play_MULT_shift_turnSqueal	
	318212996	Play_clayGrenadier_attack1_chargeup			\Split Content\Enemies\Mob_clayGrenadier\Play_clayGrenadier_attack1_chargeup	
	320622162	Play_acrid_shift_land			\Split Content\Survivors\acrid\Play_acrid_shift_land	
	320958651	Play_item_lunar_primaryReplace_shoot			\Split Content\Items\item_lunar_primaryReplace\Play_item_lunar_primaryReplace_shoot	
	322761658	Stop_magmaWorm_idle_burn_loop			\Default Work Unit\ENEMY\magmaworm\Stop_magmaWorm_idle_burn_loop	
	323005434	Play_treeBot_m2_impact			\Split Content\Survivors\treeBot\Play_treeBot_m2_impact	
	332586700	Stop_artifactBoss_loop_level3			\Split Content\Enemies\Boss_Artifact\Stop_artifactBoss_loop_level3	
	332586701	Stop_artifactBoss_loop_level2			\Split Content\Enemies\Boss_Artifact\Stop_artifactBoss_loop_level2	
	332586702	Stop_artifactBoss_loop_level1			\Split Content\Enemies\Boss_Artifact\Stop_artifactBoss_loop_level1	
	335233555	Play_treeBot_shift_charge			\Split Content\Survivors\treeBot\Play_treeBot_shift_charge	
	336621644	Play_item_proc_igniteOnKill			\Default Work Unit\ITEMS\Play_item_proc_igniteOnKill	
	343648588	Play_voidJailer_idle_VO			\Split Content\Enemies\Mob_voidJailer\Play_voidJailer_idle_VO	
	345208571	Play_bellBody_idle_loop			\Default Work Unit\ENEMY\bellBody\Play_bellBody_idle_loop	
	347692747	Stop_clayBruiser_attack1_shootLoop			\Split Content\Enemies\Mob_clayBruiser\Stop_clayBruiser_attack1_shootLoop	
	349433546	Play_scav_attack2_shoot			\Split Content\Enemies\Boss_Scav\Play_scav_attack2_shoot	
	351879350	Play_gravekeeper_attack1_close			\Split Content\Enemies\Boss_Gravekeeper\Play_gravekeeper_attack1_close	
	352322372	Play_vulture_takeoff			\Split Content\Enemies\Mob_vulture\Play_vulture_takeoff	
	352892247	Play_loader_sprint_start			\Split Content\Survivors\loader\Play_loader_sprint_start	
	353938708	Play_roboBall_death_final_explo			\Split Content\Enemies\Boss_RoboBall\Play_roboBall_death_final_explo	
	354933339	Play_majorConstruct_death			\Split Content\Enemies\Boss_majorConstruct\Play_majorConstruct_death	
	356233279	Play_vagrant_death_gibImpact			\Default Work Unit\ENEMY\vagrant\Play_vagrant_death_gibImpact	
	357029279	Play_outro_planetExplode_01			\Default Work Unit\UI\CINEMATICS\Play_outro_planetExplode_01	
	357631478	Play_voidJailer_impact			\Split Content\Enemies\Mob_voidJailer\Play_voidJailer_impact	
	358461945	Play_item_proc_squidTurret_shotExplode			\Split Content\Items\proc_squidTurret\Play_item_proc_squidTurret_shotExplode	
	359633836	Play_char_glass_death			\Default Work Unit\CHAR\Play_char_glass_death	
	360032734	Play_voidman_sprint_stop			\Split Content\Survivors\voidman\Play_voidman_sprint_stop	
	360309971	Play_voidman_m2_small_impact			\Split Content\Survivors\voidman\Play_voidman_m2_small_impact	
	362101858	Play_mage_m2_iceSpear_impact			\Default Work Unit\CHAR\Mage\Play_mage_m2_iceSpear_impact	
	362748027	Stop_item_proc_shocknearby_loop			\Default Work Unit\ITEMS\Stop_item_proc_shocknearby_loop	
	363197352	Play_env_desert_wind_gust			\Default Work Unit\ENVIRONMENT\Play_env_desert_wind_gust	
	363349340	Play_ui_obj_nullWard_activate			\Split Content\Objects\obj_nullWard\Play_ui_obj_nullWard_activate	
	364785367	Play_captain_R_aim			\Split Content\Survivors\captain\Play_captain_R_aim	
	366165761	Play_item_proc_firework_fly_loop			\Default Work Unit\ITEMS\Play_item_proc_firework_fly_loop	
	368776509	Play_MULT_m1_sawblade_active_loop			\Default Work Unit\CHAR\MULT\Play_MULT_m1_sawblade_active_loop	
	372458675	Stop_moonBrother_orb_slam_orbLoop			\Split Content\Enemies\Boss_moonBrother\Stop_moonBrother_orb_slam_orbLoop	
	372958860	Play_acrid_step			\Split Content\Survivors\acrid\Play_acrid_step	
	376698017	Play_UI_levelUp_enemy			\Default Work Unit\UI\Play_UI_levelUp_enemy	
	383219511	Play_beetle_worker_death			\Default Work Unit\ENEMY\beetleWorker\Play_beetle_worker_death	
	390824858	Stop_engi_seekerMissile_HUD_loop			\Default Work Unit\CHAR\Engineer\Stop_engi_seekerMissile_HUD_loop	
	393521682	Play_UI_podImpact			\Default Work Unit\UI\Play_UI_podImpact	
	396237504	Play_lemurianBruiser_death_VO			\Default Work Unit\ENEMY\lemuriamBruiser\Play_lemurianBruiser_death_VO	
	401031190	Stop_beetle_queen_attack2_projectile_loop			\Default Work Unit\ENEMY\beetleQueen\Stop_beetle_queen_attack2_projectile_loop	
	406969537	Play_grandParent_attack3_sun_damageLoop			\Split Content\Enemies\Boss_Grandparent\Play_grandParent_attack3_sun_damageLoop	
	407672846	Play_engi_seekerMissile_lockOn			\Default Work Unit\CHAR\Engineer\Play_engi_seekerMissile_lockOn	
	411283497	Play_item_void_missle_fly_loop			\Split Content\Items\void_items\item_void_missle\Play_item_void_missle_fly_loop	
	414414508	Play_voidman_m2_flight_loop			\Split Content\Survivors\voidman\Play_voidman_m2_flight_loop	
	414673691	Play_roboBall_attack1_explode			\Split Content\Enemies\Boss_RoboBall\Play_roboBall_attack1_explode	
	416657018	Play_gravekeeper_idle_twitch			\Split Content\Enemies\Boss_Gravekeeper\Play_gravekeeper_idle_twitch	
	440327995	Play_voidJailer_m2_chargeUp			\Split Content\Enemies\Mob_voidJailer\Play_voidJailer_m2_chargeUp	
	443126161	Play_miniMushroom_selfHeal_loop			\Split Content\Enemies\Mob_miniMushroom\Play_miniMushroom_selfHeal_loop	
	445399200	Play_item_lunar_specialReplace_explode			\Split Content\Items\item_lunar_specialReplace\Play_item_lunar_specialReplace_explode	
	445783307	Play_item_proc_goldOnHurt			\Split Content\Items\proc_goldOnHurt\Play_item_proc_goldOnHurt	
	450972314	Play_voidRaid_gauntlet_platform_move_start			\Split Content\Enemies\Boss_voidRaid\Play_voidRaid_gauntlet_platform_move_start	
	451763711	Play_beetle_queen_death			\Default Work Unit\ENEMY\beetleQueen\Play_beetle_queen_death	
	452148407	Play_lunar_wisp_attack2_aliveLoop			\Split Content\Enemies\Mob_lunarWisp\Play_lunar_wisp_attack2_aliveLoop	
	452712768	Play_bandit2_m1_reload_bullet			\Split Content\Survivors\bandit2\Play_bandit2_m1_reload_bullet	
	456215952	Play_acrid_m2_bite_shoot			\Split Content\Survivors\acrid\Play_acrid_m2_bite_shoot	
	457362181	Stop_roboBall_idle_loop			\Split Content\Enemies\Boss_RoboBall\Stop_roboBall_idle_loop	
	463099845	Play_voidman_transform			\Split Content\Survivors\voidman\Play_voidman_transform	
	464353890	Play_mage_m2_shoot			\Default Work Unit\CHAR\Mage\Play_mage_m2_shoot	
	473521005	Play_item_proc_shocknearby_start			\Default Work Unit\ITEMS\Play_item_proc_shocknearby_start	
	477083875	Stop_vagrant_attack2_fly_loop			\Default Work Unit\ENEMY\vagrant\Stop_vagrant_attack2_fly_loop	
	477567759	Play_loader_m1_swing			\Split Content\Survivors\loader\Play_loader_m1_swing	
	483164925	Play_item_proc_personal_shield_end			\Default Work Unit\ITEMS\Play_item_proc_personal_shield_end	
	486610750	Play_lunar_golem_idle_VO			\Split Content\Enemies\Mob_lunarGolem\Play_lunar_golem_idle_VO	
	488956888	Play_voidRaid_spawn			\Split Content\Enemies\Boss_voidRaid\Play_voidRaid_spawn	
	491470286	Play_clayBruiser_attack1_shoot_bullet			\Split Content\Enemies\Mob_clayBruiser\Play_clayBruiser_attack1_shoot_bullet	
	493503047	Play_item_proc_bleed			\Default Work Unit\ITEMS\Play_item_proc_bleed	
	495875720	Play_majorConstruct_spawn_surface			\Split Content\Enemies\Boss_majorConstruct\Play_majorConstruct_spawn_surface	
	495897210	Play_lunar_wisp_attack1_windUp			\Split Content\Enemies\Mob_lunarWisp\Play_lunar_wisp_attack1_windUp	
	498348177	Play_lemurianBruiser_m1_bounce			\Default Work Unit\ENEMY\lemuriamBruiser\Play_lemurianBruiser_m1_bounce	
	500372190	Play_voidRaid_spawn_legLand			\Split Content\Enemies\Boss_voidRaid\Play_voidRaid_spawn_legLand	
	512740862	Stop_roboBall_attack1_flightLoop			\Split Content\Enemies\Boss_RoboBall\Stop_roboBall_attack1_flightLoop	
	515189165	Play_beetle_guard_spawn			\Default Work Unit\ENEMY\beetleGuard\Play_beetle_guard_spawn	
	525158496	Play_nullifier_death_vortex_explode			\Split Content\Enemies\Mob_nullifier\Play_nullifier_death_vortex_explode	
	531055562	Play_lemurianBruiser_impact			\Default Work Unit\ENEMY\lemuriamBruiser\Play_lemurianBruiser_impact	
	532574671	Play_bison_step_charge			\Default Work Unit\ENEMY\bison\Play_bison_step_charge	
	532604026	Play_captain_m1_shootWide			\Split Content\Survivors\captain\Play_captain_m1_shootWide	
	533231672	Play_treeBot_R_variant_seed_land			\Split Content\Survivors\treeBot\Play_treeBot_R_variant_seed_land	
	535095044	Play_env_hiddenLab_laptop_sequence_lock			\Split Content\Environment\zone_skyMeadow\Play_env_hiddenLab_laptop_sequence_lock	
	538009056	Play_vulture_takehit			\Split Content\Enemies\Mob_vulture\Play_vulture_takehit	
	542781083	Play_beetle_guard_attack2_spikeLoop			\Default Work Unit\ENEMY\beetleGuard\Play_beetle_guard_attack2_spikeLoop	
	543514253	Play_elite_haunt_hauntorb_activeLoop			\Split Content\Enemies\Affix_Haunt\Play_elite_haunt_hauntorb_activeLoop	
	553643209	Play_minorConstruct_attack_chargeUp			\Split Content\Enemies\Mob_minorConstruct\Play_minorConstruct_attack_chargeUp	
	555937964	Play_beetle_queen_attack1			\Default Work Unit\ENEMY\beetleQueen\Play_beetle_queen_attack1	
	561188827	Play_item_use_fireballDash_explode			\Split Content\Items\use_fireballDash\Play_item_use_fireballDash_explode	
	561841390	Stop_voidBarnacle_idle_loop			\Split Content\Enemies\Mob_voidBarnacle\Stop_voidBarnacle_idle_loop	
	562143574	Play_mage_shift_wall_explode			\Default Work Unit\CHAR\Mage\Play_mage_shift_wall_explode	
	569367166	Play_lunar_reroller_activate			\Split Content\Objects\obj_lunarReroller\Play_lunar_reroller_activate	
	569941158	Play_elite_antiHeal_urchin_spawn			\Split Content\Enemies\Affix_antiHeal\Play_elite_antiHeal_urchin_spawn	
	572754330	Play_minimushroom_impact			\Split Content\Enemies\Mob_miniMushroom\Play_minimushroom_impact	
	578189511	Play_item_proc_repulsionArmor			\Split Content\Items\proc_repulsionArmor\Play_item_proc_repulsionArmor	
	578450176	Play_mage_m2_iceSpear_charge			\Default Work Unit\CHAR\Mage\Play_mage_m2_iceSpear_charge	
	583279191	Stop_lunar_golem_idle_loop			\Split Content\Enemies\Mob_lunarGolem\Stop_lunar_golem_idle_loop	
	583303092	Play_imp_overlord_spawn			\Default Work Unit\ENEMY\impOverlord\Play_imp_overlord_spawn	
	588893005	Play_UI_rustedLockbox_open			\Default Work Unit\UI\Play_UI_rustedLockbox_open	
	592738334	Play_treeBot_sprint_end			\Split Content\Survivors\treeBot\Play_treeBot_sprint_end	
	595075613	Stop_beetle_guard_attack2_spikeLoop			\Default Work Unit\ENEMY\beetleGuard\Stop_beetle_guard_attack2_spikeLoop	
	595565201	Play_bandit2_m2_alt_throw			\Split Content\Survivors\bandit2\Play_bandit2_m2_alt_throw	
	596425428	Play_UI_lunarCache_open			\Default Work Unit\UI\Play_UI_lunarCache_open	
	600290068	Play_clayboss_m2_shoot			\Default Work Unit\ENEMY\clayBoss\Play_clayboss_m2_shoot	
	602615619	Play_titanboss_R_laser_preshoot			\Default Work Unit\ENEMY\titanBoss\Play_titanboss_R_laser_preshoot	
	604544545	Play_scav_attack2_fly_loop			\Split Content\Enemies\Boss_Scav\Play_scav_attack2_fly_loop	
	610789236	Stop_item_proc_missile_fly_loop			\Default Work Unit\ITEMS\Stop_item_proc_missile_fly_loop	
	612932604	Play_voidDevastator_death_bodyfall			\Split Content\Enemies\Mob_voidDevastator\Play_voidDevastator_death_bodyfall	
	625852214	Play_moonBrother_m1_laser_shoot			\Split Content\Enemies\Boss_moonBrother\Play_moonBrother_m1_laser_shoot	
	628079927	Play_clayboss_idle_VO			\Default Work Unit\ENEMY\clayBoss\Play_clayboss_idle_VO	
	632481506	Play_imp_overlord_idle_loop			\Default Work Unit\ENEMY\impOverlord\Play_imp_overlord_idle_loop	
	633225991	Play_outro_shuttleDoorClose_01			\Default Work Unit\UI\CINEMATICS\Play_outro_shuttleDoorClose_01	
	634951102	Play_UI_podSteamBurst			\Default Work Unit\UI\Play_UI_podSteamBurst	
	639561466	Play_railgunner_R_preFire			\Split Content\Survivors\railgunner\Play_railgunner_R_preFire	
	641898280	Play_treeBot_shift_shoot			\Split Content\Survivors\treeBot\Play_treeBot_shift_shoot	
	642154978	Play_AMB_zone_ship_graveyard			\Split Content\Environment\zone_shipGraveyard\Play_AMB_zone_ship_graveyard	
	642600073	Play_acrid_shift_fly_loop			\Split Content\Survivors\acrid\Play_acrid_shift_fly_loop	
	643340344	Play_engi_R_place			\Default Work Unit\CHAR\Engineer\Play_engi_R_place	
	644013190	Play_acrid_m2_fly_loop			\Split Content\Survivors\acrid\Play_acrid_m2_fly_loop	
	648073085	Play_item_use_recycler			\Split Content\Items\use_recycler\Play_item_use_recycler	
	648116725	Stop_railgunner_shift_slowField_loop			\Split Content\Survivors\railgunner\Stop_railgunner_shift_slowField_loop	
	649113537	Play_clayBruiser_attack1_shootLoop			\Split Content\Enemies\Mob_clayBruiser\Play_clayBruiser_attack1_shootLoop	
	650586463	Stop_minorConstruct_attack_chargeUp			\Split Content\Enemies\Mob_minorConstruct\Stop_minorConstruct_attack_chargeUp	
	659529741	Play_grandParent_attack1_throw			\Split Content\Enemies\Boss_Grandparent\Play_grandParent_attack1_throw	
	669631748	Play_elite_antiHeal_turret_shot			\Split Content\Enemies\Affix_antiHeal\Play_elite_antiHeal_turret_shot	
	672604242	Play_item_use_molotov_impact_big			\Split Content\Items\use_molotov\Play_item_use_molotov_impact_big	
	688824855	Stop_acrid_shift_fly_loop			\Split Content\Survivors\acrid\Stop_acrid_shift_fly_loop	
	691984684	Play_elite_antiHeal_spawn			\Split Content\Enemies\Affix_antiHeal\Play_elite_antiHeal_spawn	
	722666690	Play_loader_shift_charge_loop			\Split Content\Survivors\loader\Play_loader_shift_charge_loop	
	723179718	Play_item_proc_interstellarDeskPlant_bloom			\Split Content\Items\proc_interstellarDeskPlant\Play_item_proc_interstellarDeskPlant_bloom	
	728398715	Play_item_use_crit_start			\Default Work Unit\ITEMS\Play_item_use_crit_start	
	729440138	Play_vulture_attack1_impact			\Split Content\Enemies\Mob_vulture\Play_vulture_attack1_impact	
